gene	tissue	cos.part	sin.part	amp	phase	pval	int.array	int.rnaseq	pval.adj	relamp
Gm4841	BS	-0.0880831979882654	-0.0359141509350064	0.0951234776762413	13.4788126496314	0.630488321690107	5.2680182241767	4.65282891749171	1	0.0963595611861039
Opn1sw	BS	0.0280862342405463	-0.102650125076576	0.106423140021574	19.0201501716721	0.630643311942036	5.07343697637736	3.33794384046195	1	0.107806057169496
Nxph1	BS	0.0818918413363791	-0.0361366702095511	0.0895105167636549	22.4126280105792	0.630663781161472	11.802298994796	11.6159115733528	1	0.0906736625656557
Aldh1l2	BS	-0.0240114859898195	0.0396999031295516	0.046396484435085	8.07777261067267	0.630676929180882	9.17704569016555	9.29354631096908	1	0.0469993842735559
Nip7	BS	0.013228886622842	0.0625928553649903	0.0639755342613299	5.20441720563201	0.630760695949086	9.04885547431548	9.55908538774501	1	0.0648068653361276
Slc44a1	BS	-0.0514526501310952	-0.00398207290903789	0.0516065122844568	12.2950312239471	0.630999790769819	13.3007373825455	13.0813962909845	1	0.0522771139108339
Lrig2	BS	-0.0574151789513738	0.0262782248655837	0.0631430746488042	10.3604673242479	0.631033400703422	9.26227575590111	10.1280546778281	1	0.0639635883142219
Erc2	BS	0.0390532445717188	-0.0112328400717211	0.0406365919788476	22.9302158439458	0.631049152270246	10.1346730110956	10.4341578544619	1	0.041164644805228
Il23r	BS	-0.0223331280887615	0.149454552052955	0.151113969372717	6.56659155910114	0.631134374213673	3.3583159039993	1.8031199489432	1	0.153077622197599
Dcp1a	BS	-0.0163009765145328	0.0344709751460978	0.0381309580636291	7.68726631856793	0.631177444023345	8.47558570023631	9.36218635672989	1	0.0386264513911348
Klk1b27	BS	0.0630787724494102	0.0591276702320099	0.0864581570517773	2.8765462519768	0.631179134850109	5.13496947604837	5.16261841345414	1	0.0875816389180369
Cdca5	BS	-0.0330104412399686	0.105637685140671	0.110675244534345	7.15689098633642	0.631216558418793	4.79885900917713	3.85510926154237	1	0.112113415720479
Cldn19	BS	-0.00969522467541383	-0.152288364894523	0.152596669242006	17.7571507224541	0.631301640081815	5.35239865384065	3.79791162107498	1	0.154579589033395
4632404H12Rik	BS	-0.00749191263428043	0.0377730547033508	0.0385088615326658	6.74789718094987	0.631312912370791	8.84648006485225	9.21157358294514	1	0.0390092655326764
B330016D10Rik	BS	-0.0125657256175971	0.057120523747132	0.0584863376648206	6.82711087068586	0.631445079502188	8.10472411257395	8.4673559613295	1	0.0592463392890862
Susd1	BS	0.0510830228758888	0.0311354063442743	0.0598238142745985	2.09083707228629	0.631470142752043	8.78884779408787	8.97485685133322	1	0.0606011957594681
Steap2	BS	0.0213353078588697	-0.0251099124509545	0.0329500085694579	20.6902520860883	0.631478829030463	11.3047200144292	11.5123174720281	1	0.0333781779681962
Fbxl17	BS	-0.0236482053453216	0.0466971248345843	0.0523436632637729	7.79056112996177	0.631676268193591	9.75563391919422	10.9189958563825	1	0.0530238438100137
Zfp185	BS	-0.0903201418430019	-0.0265226731780606	0.0941338420285191	13.0909981204453	0.631887577807702	7.26152083097476	7.64739386641062	1	0.0953570657025682
Phrf1	BS	-0.0192683858517059	-0.0544187079302954	0.0577292513907206	16.700142786916	0.631930069355474	10.111829309546	10.8816742856505	1	0.0584794150456246
Gm4884	BS	-0.0798143559192212	-0.0426565328051404	0.0904981281671403	13.8748090697168	0.631931967879731	1.57175378237486	0.221452425655456	1	0.0916741075008813
Zcchc2	BS	-0.0651143284092269	-0.0468666928898694	0.0802269447668175	14.382988815627	0.63197769125649	8.94954629225548	9.80441122489071	1	0.081269455048143
Gstp2	BS	-0.0755179476981058	-0.0329630656062148	0.0823985686689609	13.5720625813347	0.63207879872537	9.17102730810443	6.44849296443642	1	0.0834692981508522
Malt1	BS	-0.051347431719524	0.0460873641806541	0.0689971295150125	9.20600949532371	0.63214940281404	7.5212528380912	8.66469064937773	1	0.0698937137874214
Rara	BS	-0.0762053825061054	0.00647766120797004	0.0764801962446951	11.676092335299	0.632157186523072	7.95614804810728	8.50562648733147	1	0.0774740193440868
Cops2	BS	0.0521338568988497	-0.0162533584331529	0.0546087053088267	22.845633523207	0.63216913175273	13.3610723400226	13.5416814629326	1	0.055318318979144
Hc	BS	-0.1405135613484	0.161397163015461	0.213993236230143	8.73620472561692	0.632171489173202	5.98839598128915	4.94228687632024	1	0.216773974665995
