	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Fam217b	5.38079134824114	5.22181232715944	11.5548342958502	5.63149232701696	2.71568871861593	0.996287613024892	68.252947833226	-112.353785522041	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7156887	11.5548343	-0.409679999857521	NA
Dtd1	5.67610413408996	5.48667734300532	23.5884913751506	5.89621999970033	4.56955430150163	0.989633481211983	69.0847298415569	-114.017349538703	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.5695543	23.5884914	-0.409542656695008	NA
Eif1b	7.01026834512813	7.16613639998125	0.480898346962988	6.7566573492047	2.40359990693405	0.980863120034821	67.9090662534654	-111.66602236252	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.4035999	0.40947905077655	NA
Lgi3	5.91171741911471	5.69665221740615	17.7598082436495	6.10610655730031	3.94272253441334	0.997491920805283	70.2399995377677	-116.327888931125	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.9427225	17.7598082	-0.409454339894154	NA
Cbx3	7.16706440589781	7.03154735326226	13.9336218323543	7.44096606549596	2.9483185205619	0.991383482575765	68.3670601354156	-112.58201012642	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9483185	13.9336218	-0.409418712233696	NA
Tmem8	3.25051897931115	3.14202514377242	7.66118237822242	3.55123609335506	5.2131849295163	1.00250360717709	65.4675882312719	-106.783066318133	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.2131849	7.6611824	-0.409210949582633	NA
Usp28	4.17590367543695	4.02079625173494	13.627112352222	4.42993999362059	1.26631339465811	0.977019847896436	76.7800862945251	-129.408062444639	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2663134	13.6271124	-0.409143741885648	NA
Nus1	5.48756354133345	5.69466734870453	12.5060419628671	5.28555978017456	0.480898346962988	1.02299954237809	63.6643164705351	-103.176522796659	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.4808983	12.506042	0.409107568529965	NA
Smpd4	6.1995870873565	6.27212408852844	10.1460724230233	5.86301796364319	3.88122082553872	1.01043635609214	52.5733390168613	-80.9945678893116	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8812208	10.1460724	0.409106124885258	NA
Sh3gl1	4.7722952040905	4.91409152944601	5.61892623827549	4.50517335389619	0.659219970830299	1.01314015965383	64.3435164423658	-104.534922740321	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.65922	5.6189262	0.408918175549819	NA
Sptbn2	8.31438454695983	8.45065929210223	9.35836979735014	8.04179804507114	6.54997262580979	0.997107039723897	60.4996404494015	-96.847170754392	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.5499726	9.3583698	0.408861247031087	NA
Clk3	5.42233396209619	5.53568630812973	5.64422077578845	5.12683384776721	2.9062899494734	0.994866061588699	71.9322007646045	-119.712291384798	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9062899	5.6442208	0.408852460362517	NA
2610021A01Rik	3.71915017697882	3.96276776353897	0.480898346962988	3.55395258493385	0.578023776080661	0.944654360780312	50.2291559464994	-76.306201748588	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5780238	0.40881517860512	NA
Tomm20	6.95112746541731	6.81125792852524	14.2223861789729	7.21973629443366	4.83080672410165	0.996883350453978	82.3835626937701	-140.615015243129	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	4.8308067	14.2223862	-0.408478365908421	NA
D8Ertd738e	6.44192923537081	6.59116846808619	8.99241885699657	6.18279009934999	6.35137366884388	0.994635151737158	61.7221011710966	-99.2920921977823	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.3513737	8.9924189	0.408378368736203	NA
Sipa1l2	4.31636195781128	4.55118293139694	19.7879705129201	4.14288048527331	0.671365958391541	1.02214823705232	66.7727311135436	-109.393352082676	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.671366	19.7879705	0.408302446123625	NA
Klf6	4.93715038346795	4.79309737301328	13.8417317258696	5.20139944721655	6.94549470231736	1.00052146556634	57.4861524687856	-90.8201947931602	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.9454947	13.8417317	-0.408302074203267	NA
Scyl3	4.53701194314926	4.44318774031485	6.2566771584806	4.85104405743696	2.9055389084584	0.998069345997922	56.0827182215262	-88.0133262986415	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9055389	6.2566772	-0.407856317122111	NA
Gm29666	1.73227466554891	1.52561491376003	4.96224956553568	1.93332710239704	5.52985695724066	1.0919002246051	53.0499379797964	-81.9477658151819	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.9622496	5.529857	-0.40771218863701	NA
Dmtf1	5.82291597585505	5.98356562800704	8.28254203562256	5.57618800772551	0.480898346962988	1.01836119562408	72.3079730141536	-120.463835883896	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	8.282542	0.407377620281529	NA
Rhbdl3	2.84387185933051	3.20509139127538	0.480898346962988	2.79824160486346	0.480898346962988	0.895607905169399	25.4975305713486	-26.8429509982862	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.40684978641192	NA
Gas6	5.86211621005388	5.71810584444731	13.3155106850533	6.12430692696038	5.30629468260321	0.998551269139752	81.2080712242551	-138.264032304099	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.3062947	13.3155107	-0.406201082513068	NA
Ninl	2.61120210443857	2.31575472554368	0.480898346962988	2.72190796400957	0.480898346962988	1.11535633377787	20.0763264274567	-16.0005427105024	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.406153238465885	NA
Fam50a	4.79919391397282	4.7164546752286	4.64478917585612	5.12253535753861	4.54216407317985	1.00322887586683	62.3216151714314	-100.491120198452	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.5421641	4.6447892	-0.406080682310009	NA
BC030336	5.01245962211959	4.90059959848978	7.96383241725845	5.30650974470171	1.84541820570764	0.994310697969939	66.3773260294371	-108.602541914463	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8454182	7.9638324	-0.405910146211926	NA
Fibp	5.16232099653145	5.01202405145906	14.1992680207055	5.41762069339518	6.35404635753113	1.00000074273945	73.9645323235597	-123.776954502708	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.3540464	14.199268	-0.405596641936119	NA
Larp6	4.53460377315664	4.30370144412897	11.4804466676505	4.70909092738075	0.489344340521861	0.983061256517098	82.2569098126919	-140.361709480973	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4893443	11.4804467	-0.405389483251774	NA
Lrrc61	4.2151398496616	4.26441807414651	2.08985664735638	4.66978743186921	0.480898346962988	0.95620346635568	44.9315698363196	-65.7110295282283	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.0898566	-0.405369357722707	NA
Arhgap23	5.5464736298494	5.68698117887317	7.87760691344859	5.28185180206951	4.10128440928326	0.993350578627635	73.8802024077077	-123.608294671005	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.1012844	7.8776069	0.40512937680366	NA
Cthrc1	4.14024341643907	4.50600121988424	1.7175327203287	4.10094666841113	0.480898346962988	0.945357875573454	25.7775785935432	-27.4030470426755	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.7175327	0.405054551473111	NA
Klhl7	5.96447153854549	5.84564939577967	11.4504749763731	6.25068917578009	1.13155069554944	0.983705570964962	83.5544952693389	-142.956880394267	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1315507	11.450475	-0.405039780000414	NA
2410002F23Rik	5.33481613698327	5.29337302788254	4.82776817007829	5.69837905531475	3.29415610217373	0.996420179716804	66.5260643984352	-108.900018652459	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.2941561	4.8277682	-0.405006027432218	NA
2210018M11Rik	4.84178281389191	4.99201305216931	8.51496800722107	4.58718854684482	5.86556197840393	0.99047836973298	65.6270567126934	-107.102003280976	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.865562	8.514968	0.404824505324497	NA
Jak2	4.58957911082766	4.83903137354828	2.50690499997568	4.43449147904151	0.480898346962988	0.980208655433319	56.5963169621492	-89.0405237798874	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.506905	0.404539894506772	NA
Stk4	4.49598291913056	4.52128297108776	0.976469911256159	4.11675160117093	0.480898346962988	1.01059438138755	70.667992735593	-117.183875326775	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.9764699	0.404531369916828	NA
Chsy1	2.92351013744692	3.05074239103154	7.25718600723443	2.64623605764654	5.83380343309985	0.985572586977107	68.9111550368194	-113.670199929228	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.8338034	7.257186	0.404506333385002	NA
Pigg	3.47875114958407	3.61671998908798	13.981219165571	3.21237301127326	7.96177744062146	1.00447714697177	77.3491345135247	-130.546158882639	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.9617774	13.9812192	0.404346977814717	NA
Slc25a16	4.77270640882504	4.67054376075142	10.5998655187846	5.07435882446024	3.33810523967931	0.993139502511771	75.4581007762173	-126.764091408024	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.3381052	10.5998655	-0.403815063708828	NA
Heca	4.08396578637724	4.28297292210062	9.34327355291854	3.87918303422348	2.48115002936512	0.99365097215376	63.1634924302342	-102.174874716058	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.48115	9.3432736	0.40378988787714	NA
Acsl1	4.94368379557509	4.7841340132677	7.25171434691917	5.1877986942811	0.818264941050509	0.990331778922712	76.9362906567719	-129.720471169133	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8182649	7.2517143	-0.403664681013399	NA
Arhgdia	7.6948410565019	7.82799700767709	10.1794736228221	7.42436811134208	6.86014277253837	0.998039760594244	57.3299649285492	-90.5078197126875	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.8601428	10.1794736	0.403628896335014	NA
Wbscr22	5.6645257195875	5.87044214496907	12.8795647980787	5.46699557410115	0.891589011319416	1.01086581170552	53.3514912302241	-82.5508723160374	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.891589	12.8795648	0.403446570867922	NA
Dcdc2a	3.64883232841603	3.65216528546319	2.91823756248607	4.05540995383143	0.480898346962988	0.955231191713512	27.4039776406924	-30.6558451369738	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.9182376	-0.403244668368242	NA
Fam102b	3.92384089254293	3.74739783144763	13.0789809641884	4.15043104373625	0.480898346962988	0.966351622537482	60.0992881635272	-96.0464661826435	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	13.078981	-0.403033212288618	NA
Shroom2	5.99172460223763	5.87118784640082	16.1359567462771	6.27412906519751	6.54005400488544	0.994204579959018	66.2696254348451	-108.387140725279	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.540054	16.1359567	-0.402941218796691	NA
Cetn3	6.2766710307394	6.21808168135164	4.69519720301169	6.62061442882557	0.480898346962988	0.975914173782856	49.9525085477445	-75.752906951078	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.6951972	-0.402532747473935	NA
Emg1	5.2898307001936	5.4109522029214	8.20732414419845	5.00853361872702	6.13215042774456	0.99484609622218	67.6458936703094	-111.139677196208	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.1321504	8.2073241	0.402418584194383	NA
Ccdc144b	1.84523950617076	1.62323573947185	1.80250354328578	2.02515358974617	10.8581298146633	1.13249669681482	49.4270354402949	-74.7019607361789	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8025035	10.8581298	-0.401917850274314	NA
Nup98	3.88793394600446	4.06825117276421	14.7849905156389	3.66642430187433	9.48299663770829	0.989387103627796	69.7565109921927	-115.360911839975	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.4829966	14.7849905	0.401826870889878	NA
Cxxc1	4.9281260921128	5.08034837462463	13.8626311563637	4.67880580517599	0.74440506065681	1.02514179958509	71.3856682019704	-118.61922625953	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7444051	13.8626312	0.401542569448644	NA
Cyp4x1	3.90060148585132	3.85987140012875	1.89047204956083	4.26133358967733	0.480898346962988	0.977607966107464	57.2072058120924	-90.2623014797739	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.890472	-0.401462189548579	NA
Minos1	7.04381714780543	7.29579003404357	21.0478719536512	6.8945618237162	9.2373087753487	0.994634378458212	70.0222162894469	-115.892322434483	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.2373088	21.047872	0.401228210327368	NA
Arih1	5.87668442544788	6.04661499031719	7.92294543298951	5.64585548983633	3.38087486531354	0.993256065161026	73.0767940566171	-122.001477968823	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.3808749	7.9229454	0.400759500480858	NA
Ispd	2.15740574442825	2.22570994595945	5.16676805221237	2.62617059251797	0.480898346962988	0.881736767715987	38.2170342120853	-52.2819582797596	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	5.1667681	-0.400460646558518	NA
Ints8	4.54041946980439	4.74088925761809	0.645359025637246	4.34043423033662	0.480898346962988	0.967122423117289	47.5104805056182	-70.8688508668255	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.645359	0.400455027281475	NA
Thtpa	4.66322750013366	4.58115030823097	3.58223192361264	4.98142702139445	0.815870835082172	0.985665503068322	64.607358951389	-105.062607758367	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8158708	3.5822319	-0.400276713163482	NA
Adamts20	2.60806250785704	2.52660126188985	9.14029649481746	2.9266576500188	1.48417923453037	0.955507343890556	57.0007069177915	-89.8493036911721	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4841792	9.1402965	-0.400056388128952	NA
Slc30a2	2.46724006964377	2.52431851782635	4.87932081911388	2.12432844612196	3.86177921904271	1.00650535636288	72.6170564041511	-121.082002663891	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8617792	4.8793208	0.399990071704388	NA
Intu	2.65092861680618	2.53860444552977	9.1378337923962	2.93831405441264	7.70553570559546	1.00526417357438	72.3507122465502	-120.549314348689	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.7055357	9.1378338	-0.399709608882876	NA
Smyd3	3.57376378752991	3.55721301991843	7.43486498520382	3.95671031181163	1.72160207337351	0.964458684840318	52.0449215830664	-79.9377330217219	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7216021	7.434865	-0.399497291893194	NA
Med7	4.81957938040039	5.08855003713379	7.63599950235502	4.68911321776465	1.75166860144539	0.976547899485291	41.7870636826525	-59.422017220894	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7516686	7.6359995	0.399436819369141	NA
Dnhd1	2.72184268979025	2.51463265551518	4.02895727462342	2.91360989394519	3.16458375953758	1.05031597006342	39.7293218335835	-55.3065335227561	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.1645838	4.0289573	-0.398977238430009	NA
Prrc1	3.22339230839422	3.0440470873857	9.97641574103453	3.44295281614589	0.72296571158477	0.977480759781057	71.852927561586	-119.553744978761	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7229657	9.9764157	-0.398905728760189	NA
Taf4b	1.22636025176194	1.2134777043609	3.75799032931602	1.61235703946076	2.73590311392713	0.953922233288248	55.5796379456995	-87.0071657469882	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7359031	3.7579903	-0.398879335099859	NA
Tnfrsf21	5.68077041487179	5.70780957475917	2.67826363351551	5.30904654279052	1.51372491484959	1.00914243271277	53.228874119584	-82.3056380947572	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5137249	2.6782636	0.398763031968654	NA
Spaca6	6.60828925836945	6.37882866928171	14.3884549780216	6.77688976682993	3.04800933050977	1.00263376743123	61.9303318502398	-99.7085535560686	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.0480093	14.388455	-0.398061097548227	NA
Med10	5.20028470673035	5.43201308063511	10.066846370381	5.0344575073175	1.524362924609	0.991412613233458	55.1637870868684	-86.1754640293258	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5243629	10.0668464	0.397555573317607	NA
Rassf5	4.14457191714459	4.37152914112237	12.3629284457088	3.97419332283398	3.0653686035168	0.990462101194856	64.4046088356627	-104.657107526915	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.0653686	12.3629284	0.397335818288386	NA
Plcxd1	3.32281515897367	3.40176759446931	4.22819324147208	3.79851935738614	0.480898346962988	0.92224077248487	31.553385506061	-38.954660867711	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.2281932	-0.39675176291683	NA
Mok	3.2926062691521	3.20879654539147	2.4386618973193	2.81208800144647	1.10053901544409	1.0515243195442	43.0145310400029	-61.876951935595	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.100539	2.4386619	0.396708543944999	NA
Tbc1d7	4.10735183995649	4.00490103808783	7.63460396505378	4.40131409968365	0.658670984639492	0.974250287636775	63.3233551861306	-102.49460022785	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.658671	7.634604	-0.39641306159582	NA
Plcd3	3.59270436648199	3.65845980242288	0.480898346962988	4.05483231103578	0.480898346962988	0.973177345145215	43.0409135161275	-61.929716887844	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.396372508612907	NA
Slc9a8	4.45383159482725	4.21739936414503	4.57188317204711	4.61358738553012	2.01727138124145	1.03030432147645	62.5732260825157	-100.99434202062	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0172714	4.5718832	-0.396188021385087	NA
Mzt2	4.36516493638227	4.20581410270736	9.96622910713819	4.60196299514108	4.31528340760683	1.00347706905097	60.4679849007426	-96.7838596570742	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.3152834	9.9662291	-0.396148892433719	NA
Nrf1	3.89568352990561	3.98145579814102	6.71616787182814	3.58536103681609	0.480898346962988	1.04393741078376	55.9454133939397	-87.7387166434686	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	6.7161679	0.396094761324926	NA
Adat2	2.91513287289082	3.13024199021705	2.82930395839197	2.73446347841818	4.00267984337382	0.939619683957125	44.1039606056639	-64.0558110669169	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.829304	4.0026798	0.395778511798871	NA
Bpnt1	5.80276263369734	5.91949802471002	3.66272305046221	5.52384771061178	7.84639295640681	0.987394695527834	79.2931932211189	-134.434276297827	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6627231	7.846393	0.395650314098242	NA
Nhp2	4.89262362982293	4.77369926373987	12.3224094950896	5.1689732604162	3.37734519645515	0.989581308725901	62.9118406424761	-101.671571140541	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.3773452	12.3224095	-0.395273996676334	NA
Ubfd1	4.94341014230815	5.13287439049979	13.0099556040438	4.73767481867072	2.2147161437497	1.00529432376754	76.0893845786754	-128.02665901294	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.2147161	13.0099556	0.395199571829067	NA
Gm8113	2.49820566322309	2.24899474445875	9.51324195786471	2.64395390509311	3.77434655420715	1.04674339537476	44.8412116475009	-65.5303131505909	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7743466	9.513242	-0.394959160634358	NA
Dync2li1	4.32431803264977	4.18388205520575	8.58189880585012	4.57868807617061	0.480898346962988	0.970610252830801	55.6330885968906	-87.1140670493703	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	8.5818988	-0.394806020964861	NA
Reep1	5.94026657519564	5.77150884157162	17.1615013998886	6.1660893608852	0.480898346962988	0.975746243712457	79.0362501949756	-133.92039024554	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	17.1615014	-0.394580519313578	NA
E2f5	3.37785584709612	3.5072821785877	14.0232059713849	3.11284051422942	1.2411659706182	1.03731366845512	58.1306179802468	-92.1091258160826	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.241166	14.023206	0.394441664358283	NA
Csnk1d	6.54661012327906	6.74061143126594	34.6021588451228	6.34617472030978	0.932359089354509	1.02354118865882	77.6388294222134	-131.125548700016	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9323591	34.6021588	0.394436710956166	NA
Fstl3	1.0481624265605	0.271343096640497	11.0695132740659	0.665707459525825	1.32023938743795	2.14028087538861	-6.23237968476154	36.616869513934	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3202394	11.0695133	-0.394364362885328	NA
Cend1	8.12738580429452	7.93419160128062	34.5945529448681	8.32842234950635	3.74113533929704	0.990762887511186	72.2535621031855	-120.35501406196	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	3.7411353	34.5945529	-0.394230748225728	NA
Fam76a	4.97636771931897	4.8881581142332	8.36701060882429	5.28228179892534	5.74498257671811	0.99732520849687	79.7375255088524	-135.322940873294	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.7449826	8.3670106	-0.39412368469215	NA
