gene	clstr	0	3	6	12	18	24	27	30	36	42	48	54	60	66	72	78	model
0610009L18Rik	3	-0.97697970631626	1.16557646150812	0.389152945710418	0.289105710086851	-1.40409359435648	-0.646800895978666	0.584322922800262	-1.48953738841203	0.469036507807592	-0.301035361650137	0.0145797259902516	1.00796668946775	0.991355265481064	-1.88926093982383	0.830818521840101	0.965793135844995	S
0610009O20Rik	3	-0.0195983882739398	0.570285196217039	0.990536019350911	0.109202002824248	-0.421234811290264	0.153250011408341	-1.04908574967989	-0.747897908536615	0.967121777917654	-0.611267451098627	-2.08495030715908	1.62635247667878	1.0730537080793	-1.21111142672794	-0.258186480434754	0.91353133072486	A
1110002E22Rik	7	0.148855637168875	0.761779607597164	-0.344105379053193	-0.789821109922762	-1.08041007629591	0.397676062374956	0.197011372275505	1.05406892241685	1.37391909197408	0.367139576882434	-1.04282965555839	0.690839919634906	-2.47137199644043	-0.640748444416151	0.939125300358374	0.438871171003698	C_A
1110004E09Rik	3	-1.14778403342062	0.0445390919573162	0.361557209039721	1.23250160717171	-0.374391076227948	-0.670174067601603	-0.414565265555572	-0.230936808444679	1.63250289619673	-0.50014182751115	-0.0536039967813591	1.32690492418272	1.30607428583033	-1.77729541984416	-1.20506289729228	0.469875378300877	C_A
1110004F10Rik	1	-0.765122505469384	-0.0605482773605245	1.43101454545672	0.805545457907896	-0.947229092050725	0.4252821033841	-1.29725362371546	-1.42819117118309	0.373113724630119	-0.138824212351293	-0.22129490192818	0.677986098675457	2.02034634608082	0.00109641547119516	-1.38161522704806	0.505694319500387	S
1110008P14Rik	7	0.264618688104422	-0.0789952453418026	-0.769562527248246	-0.978011545858148	-0.535745916667223	0.233880645428373	1.26617238223904	1.56687610962539	1.79476896023865	0.980480077753527	-1.65874870078148	0.0261032606663371	-0.859768314967239	-1.11588395746695	0.0846324974113879	-0.220816413136075	F
1110032F04Rik	1	-0.71004206923062	-0.203873316037128	0.199735311543038	1.04333364085769	0.0231632102821301	-0.457037408895783	-2.23306934934766	-1.12336021548295	0.978758180655518	0.374299652252824	-0.452999622251253	0.173212026328801	2.25634284746832	0.311172963630404	-0.496361270441106	0.31672541866778	S+C
1110059G10Rik	1	0.320013503747127	-0.587524294226419	1.00583911433469	0.834288925603019	-0.932523869718455	-0.0866639012024412	-1.83283192761121	-1.31659471712576	1.09672319894229	0.0667103942096614	-0.673857226626418	0.579206066014579	1.83720719110362	-0.0297829455602606	-0.995253587918112	0.71504407603413	S
1190002N15Rik	1	-1.31185464560204	0.510474832807323	1.15540836633559	0.930115679730281	-0.020367694181583	-0.820374023313825	-1.38898909319914	-1.37437848374171	1.44162629631392	0.282195318562339	-0.594877215182304	0.65274494330303	1.28885946618496	-0.31257762756461	-1.09480847489115	0.656802354438932	S+C
1200014J11Rik	4	0.635072402476446	-0.535568858433822	-1.1463188886613	-0.389494050192781	0.247249593064256	0.154575583851208	1.17586142011125	1.41199852445668	-1.4158446905327	-0.603440722184743	1.63505474563539	-1.52965842820113	-0.117158931899657	0.87836827800751	0.553020794009327	-0.95371677150593	S
1500009C09Rik	5	-0.291428923157971	-0.154456005302333	-0.794024796484702	0.864764600046862	1.38176331418335	-0.331239085819972	-1.09374559657325	-1.90054681788271	-1.59974238170692	0.168203793010268	-0.19645945817165	0.951235582767196	1.2208290938093	0.892308671216181	0.930443688452237	-0.0479056783859326	A
1500011B03Rik	5	-0.523517334627107	0.668205400877137	0.246501348439837	0.761995487298461	0.662560419652624	-0.995378376393096	-1.46681963619837	-1.66273261484716	0.0754842941945801	0.0844930087109875	-1.22159113852873	0.85437367648642	2.08022780489865	-0.286440984383311	-0.0782551257710772	0.80089377019024	S+C_A
1700003E16Rik	2	-0.123734722881541	-0.578274840920478	-1.89117494428032	-1.25207973310208	1.55879186944159	-0.0282036409106177	1.09176149686801	0.316718115685486	-0.541537045323086	0.792490364067791	-0.92897597360634	0.315886800913495	-0.955944995977211	0.937898498023146	1.44262879724964	-0.156250045247521	C_A
1700016K19Rik	1	-0.113117890194332	-0.0539501831961078	0.283841605573034	1.05996264505479	-1.20654252396088	-0.428870418897471	-0.589125443317381	-1.85004580140821	-0.0265579887259358	0.0410911750773571	-0.0874164792278881	1.61614072417408	1.98149814256671	-0.859240294405185	-0.610892637329617	0.843225368217028	S
1700019D03Rik	1	-0.833222765633737	-0.115217902897201	0.478937384890917	0.52196798131906	-0.375439840015917	-0.189380838900235	-2.70384704637513	-0.665776079910758	0.236102824871912	1.72250139801775	-0.0534743719496263	1.32075455035459	0.523301200479009	0.47006330421609	-0.687325286377311	0.350055487910555	C_A
1700084C01Rik	9	0.718467066247835	0.466060268608732	-0.338889273760134	-2.06329890592907	0.654932841625773	0.813722477913009	1.4604028217068	0.49490032081814	-1.19553055993942	0.256406148908716	0.520572673602236	-0.754573471516664	-1.6614313699521	0.729254099114584	0.579216789525637	-0.680211926974058	C_A
1700123O20Rik	4	1.06938873592717	-1.058635591413	-1.67011773685129	-1.11093432723945	1.09082662340609	0.547677503303213	1.5285173358042	1.24293310498447	-0.798294738489418	-0.0774027509995762	-0.0052674167337865	-0.6709757097962	-0.366560390555337	0.922663887337602	0.404279629943289	-1.04809815862798	S
1810026J23Rik	1	-1.32913330068178	-0.0634965490802239	0.898743024650257	1.10466233485545	-0.295981344541732	-0.595257567969347	-1.47541819498533	-0.667172185912436	0.640368470832952	-0.117514544100282	-0.5941429802178	4.69994491623092e-05	2.14172300450081	-0.290277865531624	-0.792730462730971	1.43558116146288	C_A
