"gene" "model" "bic.model" "weight"
"27859" "Kctd21" "sleep" "bic.flat" 0.153903507697377
"27860" "Kctd21" "sleep" "bic.mix" 0.0170536339746828
"27861" "Kctd3" "flat" "bic.sleep" 0.037072366306285
"27862" "Kctd3" "flat" "bic.circadian" 0.215839808432953
"27863" "Kctd3" "flat" "bic.flat" 0.746161173760822
"27864" "Kctd3" "flat" "bic.mix" 0.000926651499939442
"27865" "Kctd4" "circadian" "bic.sleep" 0.227899511705431
"27866" "Kctd4" "circadian" "bic.circadian" 0.432339864828092
"27867" "Kctd4" "circadian" "bic.flat" 0.328643400262958
"27868" "Kctd4" "circadian" "bic.mix" 0.0111172232035195
"27869" "Kctd5" "flat" "bic.sleep" 0.042413569364616
"27870" "Kctd5" "flat" "bic.circadian" 0.0988661225144843
"27871" "Kctd5" "flat" "bic.flat" 0.857659968828065
"27872" "Kctd5" "flat" "bic.mix" 0.00106033929283488
"27873" "Kctd6" "flat" "bic.sleep" 0.0111955103792578
"27874" "Kctd6" "flat" "bic.circadian" 0.0762408584958988
"27875" "Kctd6" "flat" "bic.flat" 0.912246405124353
"27876" "Kctd6" "flat" "bic.mix" 0.000317226000490323
"27877" "Kctd7" "flat" "bic.sleep" 0.00311648441488494
"27878" "Kctd7" "flat" "bic.circadian" 0.0496115145788764
"27879" "Kctd7" "flat" "bic.flat" 0.946689936859112
"27880" "Kctd7" "flat" "bic.mix" 0.000582064147126597
"27881" "Kctd8" "circadian" "bic.sleep" 0.000951826712592875
"27882" "Kctd8" "circadian" "bic.circadian" 0.583689837487924
"27883" "Kctd8" "circadian" "bic.flat" 0.415334540112829
"27884" "Kctd8" "circadian" "bic.mix" 2.37956866542485e-05
"27885" "Kctd9" "flat" "bic.sleep" 0.000934720933637836
"27886" "Kctd9" "flat" "bic.circadian" 0.0429133516772277
"27887" "Kctd9" "flat" "bic.flat" 0.956117023075943
"27888" "Kctd9" "flat" "bic.mix" 3.4904313191798e-05
"27889" "Kdelc1" "circadian" "bic.sleep" 0.000806505478806287
"27890" "Kdelc1" "circadian" "bic.circadian" 0.647715438927127
"27891" "Kdelc1" "circadian" "bic.flat" 0.350993640360695
"27892" "Kdelc1" "circadian" "bic.mix" 0.0004844152333718
"27893" "Kdelc2" "flat" "bic.sleep" 0.0248596662543851
"27894" "Kdelc2" "flat" "bic.circadian" 0.378561621586694
"27895" "Kdelc2" "flat" "bic.flat" 0.59595262402384
"27896" "Kdelc2" "flat" "bic.mix" 0.000626088135081113
"27897" "Kdelr1" "flat" "bic.sleep" 0.00204263193752632
"27898" "Kdelr1" "flat" "bic.circadian" 0.0876553560982684
"27899" "Kdelr1" "flat" "bic.flat" 0.910250946165585
"27900" "Kdelr1" "flat" "bic.mix" 5.10657986198801e-05
"27901" "Kdelr2" "circadian" "bic.sleep" 0.192747376288716
"27902" "Kdelr2" "circadian" "bic.circadian" 0.776108850304753
"27903" "Kdelr2" "circadian" "bic.flat" 0.0263251047997413
"27904" "Kdelr2" "circadian" "bic.mix" 0.00481866860679006
"27905" "Kdelr3" "flat" "bic.sleep" 0.00133266151195604
"27906" "Kdelr3" "flat" "bic.circadian" 0.0418886918594342
"27907" "Kdelr3" "flat" "bic.flat" 0.956718584218662
"27908" "Kdelr3" "flat" "bic.mix" 6.00624099476495e-05
"27909" "Kdm1a" "circadian" "bic.sleep" 0.167032497917305
"27910" "Kdm1a" "circadian" "bic.circadian" 0.460168213749792
"27911" "Kdm1a" "circadian" "bic.flat" 0.368572982122835
"27912" "Kdm1a" "circadian" "bic.mix" 0.00422630621006784
"27913" "Kdm1b" "flat" "bic.sleep" 0.0422747936111411
"27914" "Kdm1b" "flat" "bic.circadian" 0.194886742328235
"27915" "Kdm1b" "flat" "bic.flat" 0.752453310799014
"27916" "Kdm1b" "flat" "bic.mix" 0.0103851532616097
"27917" "Kdm2a" "sleep" "bic.sleep" 0.969315573393708
"27918" "Kdm2a" "sleep" "bic.circadian" 0.00151062362097315
"27919" "Kdm2a" "sleep" "bic.flat" 0.000180636720324196
"27920" "Kdm2a" "sleep" "bic.mix" 0.0289931662649946
"27921" "Kdm2b" "circadian" "bic.sleep" 0.0379276832042566
"27922" "Kdm2b" "circadian" "bic.circadian" 0.491421974607336
"27923" "Kdm2b" "circadian" "bic.flat" 0.469187992175518
"27924" "Kdm2b" "circadian" "bic.mix" 0.00146235001288948
"27925" "Kdm3a" "sleep" "bic.sleep" 0.864302300860793
"27926" "Kdm3a" "sleep" "bic.circadian" 0.0002005583137815
"27927" "Kdm3a" "sleep" "bic.flat" 0.00010995323470771
"27928" "Kdm3a" "sleep" "bic.mix" 0.135387187590718
"27929" "Kdm3b" "sleep" "bic.sleep" 0.4851286601482
"27930" "Kdm3b" "sleep" "bic.circadian" 0.0278687172082418
"27931" "Kdm3b" "sleep" "bic.flat" 0.475555493142077
"27932" "Kdm3b" "sleep" "bic.mix" 0.0114471295014817
"27933" "Kdm4a" "sleep" "bic.sleep" 0.855792773151482
"27934" "Kdm4a" "sleep" "bic.circadian" 0.0735736197666763
"27935" "Kdm4a" "sleep" "bic.flat" 0.0492387885011774
"27936" "Kdm4a" "sleep" "bic.mix" 0.021394818580664
"27937" "Kdm4b" "flat" "bic.sleep" 0.000712074522510206
"27938" "Kdm4b" "flat" "bic.circadian" 0.173846831343285
"27939" "Kdm4b" "flat" "bic.flat" 0.825423298841988
"27940" "Kdm4b" "flat" "bic.mix" 1.77952922167219e-05
"27941" "Kdm4c" "flat" "bic.sleep" 0.0127982707575318
"27942" "Kdm4c" "flat" "bic.circadian" 0.12992033588949
"27943" "Kdm4c" "flat" "bic.flat" 0.856304643595976
"27944" "Kdm4c" "flat" "bic.mix" 0.000976749757003104
"27945" "Kdm4d" "sleep" "bic.sleep" 0.565951867034788
"27946" "Kdm4d" "sleep" "bic.circadian" 0.256100553616862
"27947" "Kdm4d" "sleep" "bic.flat" 0.15636490438044
"27948" "Kdm4d" "sleep" "bic.mix" 0.02158267496791
"27949" "Kdm5a" "flat" "bic.sleep" 0.00350552391408261
"27950" "Kdm5a" "flat" "bic.circadian" 0.0829525736514043
"27951" "Kdm5a" "flat" "bic.flat" 0.913351577077262
"27952" "Kdm5a" "flat" "bic.mix" 0.000190325357251407
"27953" "Kdm5b" "circadian" "bic.sleep" 0.000857740957410457
"27954" "Kdm5b" "circadian" "bic.circadian" 0.623865811400883
"27955" "Kdm5b" "circadian" "bic.flat" 0.375255004068561
"27956" "Kdm5b" "circadian" "bic.mix" 2.14435731455569e-05
"27957" "Kdm5c" "sleep" "bic.sleep" 0.975607620576812
"27958" "Kdm5c" "sleep" "bic.circadian" 1.99494181570967e-06
"27959" "Kdm5c" "sleep" "bic.flat" 1.95847613190941e-07
"27960" "Kdm5c" "sleep" "bic.mix" 0.0243901886337592
"27961" "Kdm5d" "flat" "bic.sleep" 0.26476440950727
"27962" "Kdm5d" "flat" "bic.circadian" 0.228140220331442
"27963" "Kdm5d" "flat" "bic.flat" 0.313306170821931
"27964" "Kdm5d" "flat" "bic.mix" 0.193789199339358
"27965" "Kdm6a" "flat" "bic.sleep" 0.380051738809363
"27966" "Kdm6a" "flat" "bic.circadian" 0.0878019156281136
"27967" "Kdm6a" "flat" "bic.flat" 0.522645052232895
"27968" "Kdm6a" "flat" "bic.mix" 0.00950129332962814
"27969" "Kdm6b" "sleep" "bic.sleep" 0.908053300527004
"27970" "Kdm6b" "sleep" "bic.circadian" 8.12229834858613e-07
"27971" "Kdm6b" "sleep" "bic.flat" 1.77200121509964e-07
"27972" "Kdm6b" "sleep" "bic.mix" 0.09194571004304
"27973" "Kdm7a" "sleep" "bic.sleep" 0.915438018680142
"27974" "Kdm7a" "sleep" "bic.circadian" 4.27627483090824e-05
"27975" "Kdm7a" "sleep" "bic.flat" 8.55009464890154e-06
"27976" "Kdm7a" "sleep" "bic.mix" 0.0845106684769
"27977" "Kdm8" "flat" "bic.sleep" 0.00130387758091549
"27978" "Kdm8" "flat" "bic.circadian" 0.0385047729571492
"27979" "Kdm8" "flat" "bic.flat" 0.960110577358064
"27980" "Kdm8" "flat" "bic.mix" 8.07721038710336e-05
"27981" "Kdr" "circadian" "bic.sleep" 2.12919857913537e-06
"27982" "Kdr" "circadian" "bic.circadian" 0.984494726778488
"27983" "Kdr" "circadian" "bic.flat" 1.68814547986611e-06
"27984" "Kdr" "circadian" "bic.mix" 0.0155014558774533
"27985" "Kdsr" "sleep" "bic.sleep" 0.90168670059251
"27986" "Kdsr" "sleep" "bic.circadian" 0.0677794463078372
"27987" "Kdsr" "sleep" "bic.flat" 0.00799168646105857
"27988" "Kdsr" "sleep" "bic.mix" 0.0225421666385938
"27989" "Keap1" "sleep" "bic.sleep" 0.963276580400534
"27990" "Keap1" "sleep" "bic.circadian" 0.00324110767622058
"27991" "Keap1" "sleep" "bic.flat" 0.00940039741530143
"27992" "Keap1" "sleep" "bic.mix" 0.0240819145079436
"27993" "Khdrbs1" "flat" "bic.sleep" 0.00255214803849882
"27994" "Khdrbs1" "flat" "bic.circadian" 0.114409483137816
"27995" "Khdrbs1" "flat" "bic.flat" 0.882974568052833
"27996" "Khdrbs1" "flat" "bic.mix" 6.3800770852353e-05
"27997" "Khdrbs2" "flat" "bic.sleep" 0.15467842358925
"27998" "Khdrbs2" "flat" "bic.circadian" 0.378537069448643
"27999" "Khdrbs2" "flat" "bic.flat" 0.414778193606497
"28000" "Khdrbs2" "flat" "bic.mix" 0.05200631335561
"28001" "Khdrbs3" "flat" "bic.sleep" 0.00220356479814487
"28002" "Khdrbs3" "flat" "bic.circadian" 0.119732318281358
"28003" "Khdrbs3" "flat" "bic.flat" 0.878009027800753
"28004" "Khdrbs3" "flat" "bic.mix" 5.50891197441196e-05
"28005" "Khk" "flat" "bic.sleep" 0.0312148020463363
"28006" "Khk" "flat" "bic.circadian" 0.0616150379922953
"28007" "Khk" "flat" "bic.flat" 0.892125861552264
"28008" "Khk" "flat" "bic.mix" 0.0150442984091043
"28009" "Khnyn" "circadian" "bic.sleep" 0.00485801794233797
"28010" "Khnyn" "circadian" "bic.circadian" 0.951430708616608
"28011" "Khnyn" "circadian" "bic.flat" 0.04119647306776
"28012" "Khnyn" "circadian" "bic.mix" 0.00251480037329372
"28013" "Khsrp" "flat" "bic.sleep" 0.016776645350368
"28014" "Khsrp" "flat" "bic.circadian" 0.200257417363545
"28015" "Khsrp" "flat" "bic.flat" 0.782546521169048
"28016" "Khsrp" "flat" "bic.mix" 0.000419416117039355
"28017" "Kidins220" "flat" "bic.sleep" 0.0011883977317221
"28018" "Kidins220" "flat" "bic.circadian" 0.245033962427657
"28019" "Kidins220" "flat" "bic.flat" 0.753747929897528
"28020" "Kidins220" "flat" "bic.mix" 2.97099430932575e-05
"28021" "Kif11" "flat" "bic.sleep" 0.00418727639324488
"28022" "Kif11" "flat" "bic.circadian" 0.0404350559812909
"28023" "Kif11" "flat" "bic.flat" 0.954993203581574
"28024" "Kif11" "flat" "bic.mix" 0.000384464043890507
"28025" "Kif13a" "flat" "bic.sleep" 0.0063651249074801
"28026" "Kif13a" "flat" "bic.circadian" 0.204825602114824
"28027" "Kif13a" "flat" "bic.flat" 0.771066329885551
"28028" "Kif13a" "flat" "bic.mix" 0.0177429430921449
"28029" "Kif13b" "circadian" "bic.sleep" 0.0673788284384877
"28030" "Kif13b" "circadian" "bic.circadian" 0.880676218012287
"28031" "Kif13b" "circadian" "bic.flat" 0.0409791109030668
"28032" "Kif13b" "circadian" "bic.mix" 0.010965842646158
"28033" "Kif14" "flat" "bic.sleep" 0.00105673644589242
"28034" "Kif14" "flat" "bic.circadian" 0.0295178182050471
"28035" "Kif14" "flat" "bic.flat" 0.969392165479779
"28036" "Kif14" "flat" "bic.mix" 3.32798692814827e-05
"28037" "Kif15" "sleep" "bic.sleep" 0.876092292844779
"28038" "Kif15" "sleep" "bic.circadian" 0.00600668254813834
"28039" "Kif15" "sleep" "bic.flat" 0.079442757200517
"28040" "Kif15" "sleep" "bic.mix" 0.0384582674065655
"28041" "Kif16b" "sleep" "bic.sleep" 0.96658765770581
"28042" "Kif16b" "sleep" "bic.circadian" 0.000162109635774909
"28043" "Kif16b" "sleep" "bic.flat" 0.000380145522466903
"28044" "Kif16b" "sleep" "bic.mix" 0.0328700871359477
"28045" "Kif17" "flat" "bic.sleep" 0.0519788829038915
"28046" "Kif17" "flat" "bic.circadian" 0.145887819281539
"28047" "Kif17" "flat" "bic.flat" 0.766397997223874
"28048" "Kif17" "flat" "bic.mix" 0.0357353005906961
"28049" "Kif18a" "flat" "bic.sleep" 0.00498835341399979
"28050" "Kif18a" "flat" "bic.circadian" 0.0780826153609535
"28051" "Kif18a" "flat" "bic.flat" 0.916068591569752
"28052" "Kif18a" "flat" "bic.mix" 0.000860439655295018
"28053" "Kif19a" "flat" "bic.sleep" 0.00401247382023474
"28054" "Kif19a" "flat" "bic.circadian" 0.123577045968677
"28055" "Kif19a" "flat" "bic.flat" 0.872174969197287
"28056" "Kif19a" "flat" "bic.mix" 0.000235511013800708
"28057" "Kif1a" "flat" "bic.sleep" 0.00154031510070456
"28058" "Kif1a" "flat" "bic.circadian" 0.287264324965073
"28059" "Kif1a" "flat" "bic.flat" 0.711156846286428
"28060" "Kif1a" "flat" "bic.mix" 3.8513647794786e-05
"28061" "Kif1b" "flat" "bic.sleep" 0.000768375047150529
"28062" "Kif1b" "flat" "bic.circadian" 0.263131746491131
"28063" "Kif1b" "flat" "bic.flat" 0.736080682595386
"28064" "Kif1b" "flat" "bic.mix" 1.91958663322508e-05
"28065" "Kif1c" "flat" "bic.sleep" 0.00421938784774495
"28066" "Kif1c" "flat" "bic.circadian" 0.427215044315915
"28067" "Kif1c" "flat" "bic.flat" 0.568460083265543
"28068" "Kif1c" "flat" "bic.mix" 0.000105484570796873
"28069" "Kif20a" "flat" "bic.sleep" 0.00904702976731379
"28070" "Kif20a" "flat" "bic.circadian" 0.137729223684875
"28071" "Kif20a" "flat" "bic.flat" 0.852306818020721
"28072" "Kif20a" "flat" "bic.mix" 0.000916928527090173
"28073" "Kif20b" "circadian" "bic.sleep" 0.00633830432653324
"28074" "Kif20b" "circadian" "bic.circadian" 0.641042961484854
"28075" "Kif20b" "circadian" "bic.flat" 0.351378310864096
"28076" "Kif20b" "circadian" "bic.mix" 0.00124042332451739
"28077" "Kif21a" "circadian" "bic.sleep" 0.00191086688458133
"28078" "Kif21a" "circadian" "bic.circadian" 0.709165116490395
"28079" "Kif21a" "circadian" "bic.flat" 0.288876244952911
"28080" "Kif21a" "circadian" "bic.mix" 4.77716721124382e-05
"28081" "Kif21b" "circadian" "bic.sleep" 0.00332853448795144
"28082" "Kif21b" "circadian" "bic.circadian" 0.987221192690425
"28083" "Kif21b" "circadian" "bic.flat" 0.00931097746084219
"28084" "Kif21b" "circadian" "bic.mix" 0.00013929536078162
"28085" "Kif22" "flat" "bic.sleep" 0.0678101524932697
"28086" "Kif22" "flat" "bic.circadian" 0.132586874751112
"28087" "Kif22" "flat" "bic.flat" 0.791772635564959
"28088" "Kif22" "flat" "bic.mix" 0.00783033719065883
"28089" "Kif23" "circadian" "bic.sleep" 0.0494996666173906
"28090" "Kif23" "circadian" "bic.circadian" 0.851991370996264
"28091" "Kif23" "circadian" "bic.flat" 0.0109339472627168
"28092" "Kif23" "circadian" "bic.mix" 0.0875750151236285
"28093" "Kif24" "flat" "bic.sleep" 0.161884467437696
"28094" "Kif24" "flat" "bic.circadian" 0.150729052532529
"28095" "Kif24" "flat" "bic.flat" 0.67950837671192
"28096" "Kif24" "flat" "bic.mix" 0.00787810331785552
"28097" "Kif26a" "circadian" "bic.sleep" 0.000453355371063449
"28098" "Kif26a" "circadian" "bic.circadian" 0.759611500818876
"28099" "Kif26a" "circadian" "bic.flat" 0.239242463464135
"28100" "Kif26a" "circadian" "bic.mix" 0.000692680345924938
"28101" "Kif26b" "circadian" "bic.sleep" 0.00163977981079676
"28102" "Kif26b" "circadian" "bic.circadian" 0.913578181208293
"28103" "Kif26b" "circadian" "bic.flat" 0.0839735379349301
"28104" "Kif26b" "circadian" "bic.mix" 0.000808501045980204
"28105" "Kif27" "flat" "bic.sleep" 0.00153589502359415
"28106" "Kif27" "flat" "bic.circadian" 0.0815826266464135
"28107" "Kif27" "flat" "bic.flat" 0.916708205126433
"28108" "Kif27" "flat" "bic.mix" 0.000173273203559259
"28109" "Kif2a" "circadian" "bic.sleep" 0.000279443870394033
"28110" "Kif2a" "circadian" "bic.circadian" 0.69221212189495
"28111" "Kif2a" "circadian" "bic.flat" 0.307501446580033
"28112" "Kif2a" "circadian" "bic.mix" 6.98765462339406e-06
"28113" "Kif3a" "flat" "bic.sleep" 0.00210672232115227
"28114" "Kif3a" "flat" "bic.circadian" 0.324549676512832
"28115" "Kif3a" "flat" "bic.flat" 0.673290933108041
"28116" "Kif3a" "flat" "bic.mix" 5.26680579745745e-05
"28117" "Kif3b" "flat" "bic.sleep" 0.00570163670999736
"28118" "Kif3b" "flat" "bic.circadian" 0.287742425787803
"28119" "Kif3b" "flat" "bic.flat" 0.706413356917785
"28120" "Kif3b" "flat" "bic.mix" 0.000142580584414698
"28121" "Kif3c" "circadian" "bic.sleep" 0.000569761951677918
"28122" "Kif3c" "circadian" "bic.circadian" 0.617177860283239
"28123" "Kif3c" "circadian" "bic.flat" 0.382238202144222
"28124" "Kif3c" "circadian" "bic.mix" 1.41756208616038e-05
"28125" "Kif4" "flat" "bic.sleep" 0.00106313856552635
"28126" "Kif4" "flat" "bic.circadian" 0.091753326145606
"28127" "Kif4" "flat" "bic.flat" 0.907106577333742
"28128" "Kif4" "flat" "bic.mix" 7.69579551252798e-05
"28129" "Kif5a" "flat" "bic.sleep" 0.00125845945145561
"28130" "Kif5a" "flat" "bic.circadian" 0.318673497808788
"28131" "Kif5a" "flat" "bic.flat" 0.68003658125349
"28132" "Kif5a" "flat" "bic.mix" 3.14614862665154e-05
"28133" "Kif5b" "flat" "bic.sleep" 0.000886993865075933
"28134" "Kif5b" "flat" "bic.circadian" 0.437163121749429
"28135" "Kif5b" "flat" "bic.flat" 0.56190038007931
"28136" "Kif5b" "flat" "bic.mix" 4.95043061848823e-05
"28137" "Kif5c" "flat" "bic.sleep" 0.00152096814761896
"28138" "Kif5c" "flat" "bic.circadian" 0.305653276390127
"28139" "Kif5c" "flat" "bic.flat" 0.692787741432018
"28140" "Kif5c" "flat" "bic.mix" 3.80140302355393e-05
"28141" "Kif6" "flat" "bic.sleep" 0.00385540001893893
"28142" "Kif6" "flat" "bic.circadian" 0.0414465418267574
"28143" "Kif6" "flat" "bic.flat" 0.954523658864198
"28144" "Kif6" "flat" "bic.mix" 0.000174399290105895
"28145" "Kif7" "flat" "bic.sleep" 0.0207964027450437
"28146" "Kif7" "flat" "bic.circadian" 0.140354278983357
"28147" "Kif7" "flat" "bic.flat" 0.837440150968141
"28148" "Kif7" "flat" "bic.mix" 0.00140916730345829
"28149" "Kif9" "flat" "bic.sleep" 0.00166279868170168
"28150" "Kif9" "flat" "bic.circadian" 0.0594901823214622
"28151" "Kif9" "flat" "bic.flat" 0.938414777109782
"28152" "Kif9" "flat" "bic.mix" 0.00043224188705377
"28153" "Kifap3" "flat" "bic.sleep" 0.00178630980206257
"28154" "Kifap3" "flat" "bic.circadian" 0.410020638289109
"28155" "Kifap3" "flat" "bic.flat" 0.588149389759983
"28156" "Kifap3" "flat" "bic.mix" 4.36621488445834e-05
"28157" "Kifc1" "flat" "bic.sleep" 0.127131382896044
"28158" "Kifc1" "flat" "bic.circadian" 0.167193982843555
"28159" "Kifc1" "flat" "bic.flat" 0.69615538386553
"28160" "Kifc1" "flat" "bic.mix" 0.00951925039487084
"28161" "Kifc2" "flat" "bic.sleep" 0.00178453230619055
"28162" "Kifc2" "flat" "bic.circadian" 0.228504791200405
"28163" "Kifc2" "flat" "bic.flat" 0.769665966885273
"28164" "Kifc2" "flat" "bic.mix" 4.47096081315553e-05
"28165" "Kifc3" "sleep" "bic.sleep" 0.791012303749083
"28166" "Kifc3" "sleep" "bic.circadian" 0.00736115303525606
"28167" "Kifc3" "sleep" "bic.flat" 0.181851235640458
"28168" "Kifc3" "sleep" "bic.mix" 0.0197753075752028
"28169" "Kifc5b" "flat" "bic.sleep" 0.108725492717817
"28170" "Kifc5b" "flat" "bic.circadian" 0.178817484325989
"28171" "Kifc5b" "flat" "bic.flat" 0.693013218659199
"28172" "Kifc5b" "flat" "bic.mix" 0.0194438042969955
"28173" "Kin" "circadian" "bic.sleep" 0.0030275703793497
"28174" "Kin" "circadian" "bic.circadian" 0.937395308963823
"28175" "Kin" "circadian" "bic.flat" 0.0543449937875817
"28176" "Kin" "circadian" "bic.mix" 0.00523212686924617
"28177" "Kirrel" "flat" "bic.sleep" 0.0748205309621943
"28178" "Kirrel" "flat" "bic.circadian" 0.133016073703614
"28179" "Kirrel" "flat" "bic.flat" 0.788970440413514
"28180" "Kirrel" "flat" "bic.mix" 0.00319295492067764
"28181" "Kirrel2" "circadian" "bic.sleep" 1.08640195115622e-07
"28182" "Kirrel2" "circadian" "bic.circadian" 0.999964126224821
"28183" "Kirrel2" "circadian" "bic.flat" 3.5762418973519e-05
"28184" "Kirrel2" "circadian" "bic.mix" 2.71601012400117e-09
"28185" "Kirrel3" "flat" "bic.sleep" 0.010602999880445
"28186" "Kirrel3" "flat" "bic.circadian" 0.171942197640205
"28187" "Kirrel3" "flat" "bic.flat" 0.817266783805299
"28188" "Kirrel3" "flat" "bic.mix" 0.000188018674050844
"28189" "Kiss1" "circadian" "bic.sleep" 0.00818918084035882
"28190" "Kiss1" "circadian" "bic.circadian" 0.58630784365345
"28191" "Kiss1" "circadian" "bic.flat" 0.401479418061569
"28192" "Kiss1" "circadian" "bic.mix" 0.00402355744462292
"28193" "Kiss1r" "flat" "bic.sleep" 0.00189293268688631
"28194" "Kiss1r" "flat" "bic.circadian" 0.181562511193409
"28195" "Kiss1r" "flat" "bic.flat" 0.8162333897592
"28196" "Kiss1r" "flat" "bic.mix" 0.000311166360504819
"28197" "Kit" "flat" "bic.sleep" 0.0157225987254703
"28198" "Kit" "flat" "bic.circadian" 0.416297447674918
"28199" "Kit" "flat" "bic.flat" 0.56038838881715
"28200" "Kit" "flat" "bic.mix" 0.00759156478246098
"28201" "Kitl" "circadian" "bic.sleep" 0.000493316793048522
"28202" "Kitl" "circadian" "bic.circadian" 0.997551828141575
"28203" "Kitl" "circadian" "bic.flat" 0.00194252214530719
"28204" "Kitl" "circadian" "bic.mix" 1.23329200689961e-05
"28205" "Kl" "circadian" "bic.sleep" 0.00317248123532798
"28206" "Kl" "circadian" "bic.circadian" 0.62868302622074
"28207" "Kl" "circadian" "bic.flat" 0.367204380448448
"28208" "Kl" "circadian" "bic.mix" 0.000940112095483399
"28209" "Klc1" "flat" "bic.sleep" 0.00127166259972536
"28210" "Klc1" "flat" "bic.circadian" 0.238450469198109
"28211" "Klc1" "flat" "bic.flat" 0.760257341127753
"28212" "Klc1" "flat" "bic.mix" 2.05270744125341e-05
"28213" "Klc2" "flat" "bic.sleep" 0.00319670254546849
"28214" "Klc2" "flat" "bic.circadian" 0.17747804220668
"28215" "Klc2" "flat" "bic.flat" 0.819245530621165
"28216" "Klc2" "flat" "bic.mix" 7.97246266864231e-05
"28217" "Klc3" "flat" "bic.sleep" 0.0118476775894777
"28218" "Klc3" "flat" "bic.circadian" 0.15910476242847
"28219" "Klc3" "flat" "bic.flat" 0.828569067493277
"28220" "Klc3" "flat" "bic.mix" 0.00047849248877592
"28221" "Klc4" "flat" "bic.sleep" 0.00237056197452213
"28222" "Klc4" "flat" "bic.circadian" 0.177317109186606
"28223" "Klc4" "flat" "bic.flat" 0.820153294221976
"28224" "Klc4" "flat" "bic.mix" 0.00015903461689616
"28225" "Klf10" "sleep" "bic.sleep" 0.938711732023732
"28226" "Klf10" "sleep" "bic.circadian" 0.000209170224170087
"28227" "Klf10" "sleep" "bic.flat" 4.21884452369762e-06
"28228" "Klf10" "sleep" "bic.mix" 0.0610748789075738
"28229" "Klf11" "sleep" "bic.sleep" 0.972490843097255
"28230" "Klf11" "sleep" "bic.circadian" 0.00531896064149966
"28231" "Klf11" "sleep" "bic.flat" 1.11878449635808e-06
"28232" "Klf11" "sleep" "bic.mix" 0.0221890774767492
"28233" "Klf12" "circadian" "bic.sleep" 0.206354847724257
"28234" "Klf12" "circadian" "bic.circadian" 0.415099268063023
"28235" "Klf12" "circadian" "bic.flat" 0.368631347333697
"28236" "Klf12" "circadian" "bic.mix" 0.00991453687902286
"28237" "Klf13" "circadian" "bic.sleep" 0.0479525888098116
"28238" "Klf13" "circadian" "bic.circadian" 0.730584910269504
"28239" "Klf13" "circadian" "bic.flat" 0.220263686248525
"28240" "Klf13" "circadian" "bic.mix" 0.00119881467215913
"28241" "Klf14" "flat" "bic.sleep" 0.0464009400136986
"28242" "Klf14" "flat" "bic.circadian" 0.18155308874595
"28243" "Klf14" "flat" "bic.flat" 0.721055777420877
"28244" "Klf14" "flat" "bic.mix" 0.0509901938194742
"28245" "Klf15" "circadian" "bic.sleep" 4.16388606480082e-05
"28246" "Klf15" "circadian" "bic.circadian" 0.999907155095782
"28247" "Klf15" "circadian" "bic.flat" 5.01650738469106e-05
"28248" "Klf15" "circadian" "bic.mix" 1.04096972295175e-06
"28249" "Klf16" "flat" "bic.sleep" 0.00536857131705676
"28250" "Klf16" "flat" "bic.circadian" 0.0954860924397026
"28251" "Klf16" "flat" "bic.flat" 0.897927633058457
"28252" "Klf16" "flat" "bic.mix" 0.00121770318478335
"28253" "Klf2" "mixed" "bic.sleep" 0.221195116612134
"28254" "Klf2" "mixed" "bic.circadian" 0.00539020906882742
"28255" "Klf2" "mixed" "bic.flat" 0.0446209163008761
"28256" "Klf2" "mixed" "bic.mix" 0.728793758018162
"28257" "Klf3" "circadian" "bic.sleep" 0.113550704913533
"28258" "Klf3" "circadian" "bic.circadian" 0.827819211090098
"28259" "Klf3" "circadian" "bic.flat" 0.0402877663561011
"28260" "Klf3" "circadian" "bic.mix" 0.0183423176402686
"28261" "Klf4" "mixed" "bic.sleep" 0.263416811965329
"28262" "Klf4" "mixed" "bic.circadian" 2.08713678275203e-05
"28263" "Klf4" "mixed" "bic.flat" 2.49798419500053e-05
"28264" "Klf4" "mixed" "bic.mix" 0.736537336824893
"28265" "Klf5" "flat" "bic.sleep" 0.00133185749498066
"28266" "Klf5" "flat" "bic.circadian" 0.248448584247786
"28267" "Klf5" "flat" "bic.flat" 0.749672612897031
"28268" "Klf5" "flat" "bic.mix" 0.0005469453602021
"28269" "Klf6" "flat" "bic.sleep" 0.0502689771488276
"28270" "Klf6" "flat" "bic.circadian" 0.0826056672003243
"28271" "Klf6" "flat" "bic.flat" 0.865761726081799
"28272" "Klf6" "flat" "bic.mix" 0.0013636295690488
"28273" "Klf7" "flat" "bic.sleep" 0.0242436416594044
"28274" "Klf7" "flat" "bic.circadian" 0.0327200683938408
"28275" "Klf7" "flat" "bic.flat" 0.942404673736431
"28276" "Klf7" "flat" "bic.mix" 0.000631616210323606
"28277" "Klf8" "flat" "bic.sleep" 0.0822219400683021
"28278" "Klf8" "flat" "bic.circadian" 0.117263252997198
"28279" "Klf8" "flat" "bic.flat" 0.799505858558445
"28280" "Klf8" "flat" "bic.mix" 0.001008948376055
"28281" "Klf9" "circadian" "bic.sleep" 0.0012901288145301
"28282" "Klf9" "circadian" "bic.circadian" 0.759469789930739
"28283" "Klf9" "circadian" "bic.flat" 0.239208260965926
"28284" "Klf9" "circadian" "bic.mix" 3.18202888053337e-05
"28285" "Klhdc1" "circadian" "bic.sleep" 0.00247260402842863
"28286" "Klhdc1" "circadian" "bic.circadian" 0.687756269583841
"28287" "Klhdc1" "circadian" "bic.flat" 0.305433601629771
