"gene" "model" "bic.model" "weight"
"18288" "Etnk1" "flat" "bic.mix" 5.73204524350677e-05
"18289" "Etnk2" "flat" "bic.sleep" 0.062952918585859
"18290" "Etnk2" "flat" "bic.circadian" 0.345975208722523
"18291" "Etnk2" "flat" "bic.flat" 0.453751023785869
"18292" "Etnk2" "flat" "bic.mix" 0.137320848905749
"18293" "Etnppl" "flat" "bic.sleep" 0.00118895659932692
"18294" "Etnppl" "flat" "bic.circadian" 0.493114280480802
"18295" "Etnppl" "flat" "bic.flat" 0.505667039004856
"18296" "Etnppl" "flat" "bic.mix" 2.97239150153906e-05
"18297" "Etohd2" "flat" "bic.sleep" 0.00327671461619547
"18298" "Etohd2" "flat" "bic.circadian" 0.0863337677065193
"18299" "Etohd2" "flat" "bic.flat" 0.910073825351999
"18300" "Etohd2" "flat" "bic.mix" 0.000315692325286143
"18301" "Etohi1" "flat" "bic.sleep" 0.00735982835041911
"18302" "Etohi1" "flat" "bic.circadian" 0.478100935320896
"18303" "Etohi1" "flat" "bic.flat" 0.513827285794705
"18304" "Etohi1" "flat" "bic.mix" 0.000711950533979842
"18305" "Ets1" "circadian" "bic.sleep" 1.46674034701293e-05
"18306" "Ets1" "circadian" "bic.circadian" 0.988816636113607
"18307" "Ets1" "circadian" "bic.flat" 0.00820409099193376
"18308" "Ets1" "circadian" "bic.mix" 0.002964605490989
"18309" "Ets2" "circadian" "bic.sleep" 0.0524678873287899
"18310" "Ets2" "circadian" "bic.circadian" 0.914053164452496
"18311" "Ets2" "circadian" "bic.flat" 0.0321672510116374
"18312" "Ets2" "circadian" "bic.mix" 0.00131169720707649
"18313" "Etv1" "flat" "bic.sleep" 0.267267486741534
"18314" "Etv1" "flat" "bic.circadian" 0.0310963137601552
"18315" "Etv1" "flat" "bic.flat" 0.686056049078133
"18316" "Etv1" "flat" "bic.mix" 0.0155801504201783
"18317" "Etv3" "sleep" "bic.sleep" 0.896722671333548
"18318" "Etv3" "sleep" "bic.circadian" 0.00175343966828788
"18319" "Etv3" "sleep" "bic.flat" 0.00967409978258071
"18320" "Etv3" "sleep" "bic.mix" 0.0918497892155834
"18321" "Etv4" "circadian" "bic.sleep" 0.374338287620137
"18322" "Etv4" "circadian" "bic.circadian" 0.585104265578197
"18323" "Etv4" "circadian" "bic.flat" 0.0073267986684731
"18324" "Etv4" "circadian" "bic.mix" 0.0332306481331932
"18325" "Etv5" "sleep" "bic.sleep" 0.949112728844061
"18326" "Etv5" "sleep" "bic.circadian" 0.0245235777002796
"18327" "Etv5" "sleep" "bic.flat" 0.00263587523582896
"18328" "Etv5" "sleep" "bic.mix" 0.0237278182198308
"18329" "Etv6" "sleep" "bic.sleep" 0.563770934255431
"18330" "Etv6" "sleep" "bic.circadian" 0.0519993172385509
"18331" "Etv6" "sleep" "bic.flat" 0.313750645871108
"18332" "Etv6" "sleep" "bic.mix" 0.0704791026349101
"18333" "Eva1a" "circadian" "bic.sleep" 1.87501218637652e-05
"18334" "Eva1a" "circadian" "bic.circadian" 0.999979047715824
"18335" "Eva1a" "circadian" "bic.flat" 1.73340926612482e-06
"18336" "Eva1a" "circadian" "bic.mix" 4.68753046589443e-07
"18337" "Eva1b" "circadian" "bic.sleep" 4.12414541119494e-06
"18338" "Eva1b" "circadian" "bic.circadian" 0.99191053871736
"18339" "Eva1b" "circadian" "bic.flat" 0.00173626670984068
"18340" "Eva1b" "circadian" "bic.mix" 0.00634907042738799
"18341" "Eva1c" "sleep" "bic.sleep" 0.517729096162572
"18342" "Eva1c" "sleep" "bic.circadian" 0.273710521607114
"18343" "Eva1c" "sleep" "bic.flat" 0.194428587184713
"18344" "Eva1c" "sleep" "bic.mix" 0.0141317950456007
"18345" "Evc" "circadian" "bic.sleep" 0.0069621782677585
"18346" "Evc" "circadian" "bic.circadian" 0.688275644761916
"18347" "Evc" "circadian" "bic.flat" 0.303406684876884
"18348" "Evc" "circadian" "bic.mix" 0.0013554920934411
"18349" "Evc2" "sleep" "bic.sleep" 0.85811186041557
"18350" "Evc2" "sleep" "bic.circadian" 0.0242970444254035
"18351" "Evc2" "sleep" "bic.flat" 0.080074069191901
"18352" "Evc2" "sleep" "bic.mix" 0.037517025967125
"18353" "Evi2a" "flat" "bic.sleep" 0.0351923291689542
"18354" "Evi2a" "flat" "bic.circadian" 0.0237503436005007
"18355" "Evi2a" "flat" "bic.flat" 0.940012661476348
"18356" "Evi2a" "flat" "bic.mix" 0.00104466575419713
"18357" "Evi5" "circadian" "bic.sleep" 0.182392358840281
"18358" "Evi5" "circadian" "bic.circadian" 0.753482376262611
"18359" "Evi5" "circadian" "bic.flat" 0.0595654559264667
"18360" "Evi5" "circadian" "bic.mix" 0.00455980897064162
"18361" "Evi5l" "flat" "bic.sleep" 0.000766685891493594
"18362" "Evi5l" "flat" "bic.circadian" 0.0846493151550783
"18363" "Evi5l" "flat" "bic.flat" 0.914539013621133
"18364" "Evi5l" "flat" "bic.mix" 4.49853322950128e-05
"18365" "Evl" "flat" "bic.sleep" 0.00417032899354592
"18366" "Evl" "flat" "bic.circadian" 0.186352364044327
"18367" "Evl" "flat" "bic.flat" 0.80937299864154
"18368" "Evl" "flat" "bic.mix" 0.000104308320587373
"18369" "Evpl" "sleep" "bic.sleep" 0.940239392532372
"18370" "Evpl" "sleep" "bic.circadian" 0.0318018120682083
"18371" "Evpl" "sleep" "bic.flat" 0.00119843416486913
"18372" "Evpl" "sleep" "bic.mix" 0.0267603612345503
"18373" "Ewsr1" "flat" "bic.sleep" 0.000514927316161183
"18374" "Ewsr1" "flat" "bic.circadian" 0.189438924924892
"18375" "Ewsr1" "flat" "bic.flat" 0.810028498048993
"18376" "Ewsr1" "flat" "bic.mix" 1.76497099536079e-05
"18377" "Exd1" "flat" "bic.sleep" 0.000461125404950042
"18378" "Exd1" "flat" "bic.circadian" 0.439630257222315
"18379" "Exd1" "flat" "bic.flat" 0.558575527519422
"18380" "Exd1" "flat" "bic.mix" 0.00133308985331286
"18381" "Exd2" "circadian" "bic.sleep" 0.00226713889624851
"18382" "Exd2" "circadian" "bic.circadian" 0.675712816496533
"18383" "Exd2" "circadian" "bic.flat" 0.321963366134881
"18384" "Exd2" "circadian" "bic.mix" 5.66784723373709e-05
"18385" "Exo1" "sleep" "bic.sleep" 0.704010271436831
"18386" "Exo1" "sleep" "bic.circadian" 0.173501353230629
"18387" "Exo1" "sleep" "bic.flat" 0.0217478226591474
"18388" "Exo1" "sleep" "bic.mix" 0.100740552673393
"18389" "Exo5" "flat" "bic.sleep" 0.0389473319019948
"18390" "Exo5" "flat" "bic.circadian" 0.057103490666567
"18391" "Exo5" "flat" "bic.flat" 0.902992697404271
"18392" "Exo5" "flat" "bic.mix" 0.00095648002716736
"18393" "Exoc1" "flat" "bic.sleep" 0.265919224109291
"18394" "Exoc1" "flat" "bic.circadian" 0.0745396914274601
"18395" "Exoc1" "flat" "bic.flat" 0.652314824144835
"18396" "Exoc1" "flat" "bic.mix" 0.00722626031841386
"18397" "Exoc2" "sleep" "bic.sleep" 0.827677984885716
"18398" "Exoc2" "sleep" "bic.circadian" 0.00884496090629155
"18399" "Exoc2" "sleep" "bic.flat" 0.110832054546133
"18400" "Exoc2" "sleep" "bic.mix" 0.0526449996618597
"18401" "Exoc3" "flat" "bic.sleep" 0.000733419299508482
"18402" "Exoc3" "flat" "bic.circadian" 0.0927363461502807
"18403" "Exoc3" "flat" "bic.flat" 0.906511904345752
"18404" "Exoc3" "flat" "bic.mix" 1.83302044589783e-05
"18405" "Exoc3l" "flat" "bic.sleep" 0.00120471965060685
"18406" "Exoc3l" "flat" "bic.circadian" 0.0523974882356403
"18407" "Exoc3l" "flat" "bic.flat" 0.946353772810529
"18408" "Exoc3l" "flat" "bic.mix" 4.4019303223944e-05
"18409" "Exoc3l4" "flat" "bic.sleep" 0.0415661040002485
"18410" "Exoc3l4" "flat" "bic.circadian" 0.0360061506900196
"18411" "Exoc3l4" "flat" "bic.flat" 0.921304350634053
"18412" "Exoc3l4" "flat" "bic.mix" 0.00112339467567842
"18413" "Exoc4" "flat" "bic.sleep" 0.0707439924500217
"18414" "Exoc4" "flat" "bic.circadian" 0.0342323794704101
"18415" "Exoc4" "flat" "bic.flat" 0.894281074049612
"18416" "Exoc4" "flat" "bic.mix" 0.000742554029956476
"18417" "Exoc5" "flat" "bic.sleep" 0.00146790677205813
"18418" "Exoc5" "flat" "bic.circadian" 0.160197955240578
"18419" "Exoc5" "flat" "bic.flat" 0.838298182049975
"18420" "Exoc5" "flat" "bic.mix" 3.59559373894423e-05
"18421" "Exoc6" "flat" "bic.sleep" 0.0986327988204303
"18422" "Exoc6" "flat" "bic.circadian" 0.146346004899016
"18423" "Exoc6" "flat" "bic.flat" 0.748893778132662
"18424" "Exoc6" "flat" "bic.mix" 0.00612741814789164
"18425" "Exoc6b" "flat" "bic.sleep" 0.0116529676603106
"18426" "Exoc6b" "flat" "bic.circadian" 0.308429369352813
"18427" "Exoc6b" "flat" "bic.flat" 0.679638639147895
"18428" "Exoc6b" "flat" "bic.mix" 0.000279023838981112
"18429" "Exoc7" "flat" "bic.sleep" 0.00347221525023586
"18430" "Exoc7" "flat" "bic.circadian" 0.0337357698160153
"18431" "Exoc7" "flat" "bic.flat" 0.962707475361337
"18432" "Exoc7" "flat" "bic.mix" 8.45395724119148e-05
"18433" "Exoc8" "flat" "bic.sleep" 0.347131814484277
"18434" "Exoc8" "flat" "bic.circadian" 0.0259064265606079
"18435" "Exoc8" "flat" "bic.flat" 0.596461076697744
"18436" "Exoc8" "flat" "bic.mix" 0.030500682257371
"18437" "Exog" "sleep" "bic.sleep" 0.69273955781357
"18438" "Exog" "sleep" "bic.circadian" 0.0721436844111288
"18439" "Exog" "sleep" "bic.flat" 0.217798268823821
"18440" "Exog" "sleep" "bic.mix" 0.0173184889514793
"18441" "Exosc1" "sleep" "bic.sleep" 0.641107074611425
"18442" "Exosc1" "sleep" "bic.circadian" 0.203637424127177
"18443" "Exosc1" "sleep" "bic.flat" 0.139330672766392
"18444" "Exosc1" "sleep" "bic.mix" 0.015924828495006
"18445" "Exosc10" "flat" "bic.sleep" 0.0493862956319012
"18446" "Exosc10" "flat" "bic.circadian" 0.0865527402123214
"18447" "Exosc10" "flat" "bic.flat" 0.861210925754892
"18448" "Exosc10" "flat" "bic.mix" 0.00285003840088514
"18449" "Exosc2" "circadian" "bic.sleep" 0.292027205925353
"18450" "Exosc2" "circadian" "bic.circadian" 0.683267069122677
"18451" "Exosc2" "circadian" "bic.flat" 0.017405045609396
"18452" "Exosc2" "circadian" "bic.mix" 0.00730067934257403
"18453" "Exosc3" "sleep" "bic.sleep" 0.852440163263189
"18454" "Exosc3" "sleep" "bic.circadian" 0.0366803610799297
"18455" "Exosc3" "sleep" "bic.flat" 0.0895684703278422
"18456" "Exosc3" "sleep" "bic.mix" 0.0213110053290389
"18457" "Exosc4" "flat" "bic.sleep" 0.00291879760686794
"18458" "Exosc4" "flat" "bic.circadian" 0.153803812916419
"18459" "Exosc4" "flat" "bic.flat" 0.843204429296684
"18460" "Exosc4" "flat" "bic.mix" 7.29601800292774e-05
"18461" "Exosc5" "flat" "bic.sleep" 0.00165692890359053
"18462" "Exosc5" "flat" "bic.circadian" 0.0403569868477444
"18463" "Exosc5" "flat" "bic.flat" 0.957944679822641
"18464" "Exosc5" "flat" "bic.mix" 4.14044260238354e-05
"18465" "Exosc6" "flat" "bic.sleep" 0.0132125312589322
"18466" "Exosc6" "flat" "bic.circadian" 0.1482124942464
"18467" "Exosc6" "flat" "bic.flat" 0.835773987229106
"18468" "Exosc6" "flat" "bic.mix" 0.00280098726556229
"18469" "Exosc7" "flat" "bic.sleep" 0.00146697497720887
"18470" "Exosc7" "flat" "bic.circadian" 0.0282445021562173
"18471" "Exosc7" "flat" "bic.flat" 0.970252385553417
"18472" "Exosc7" "flat" "bic.mix" 3.61373131573365e-05
"18473" "Exosc8" "sleep" "bic.sleep" 0.595704880257013
"18474" "Exosc8" "sleep" "bic.circadian" 0.018531476642331
"18475" "Exosc8" "sleep" "bic.flat" 0.349040280102892
"18476" "Exosc8" "sleep" "bic.mix" 0.0367233629977644
"18477" "Exosc9" "flat" "bic.sleep" 0.000708227528830625
"18478" "Exosc9" "flat" "bic.circadian" 0.0708704058426299
"18479" "Exosc9" "flat" "bic.flat" 0.928403675118159
"18480" "Exosc9" "flat" "bic.mix" 1.76915103804807e-05
"18481" "Exph5" "flat" "bic.sleep" 0.00329611784575291
"18482" "Exph5" "flat" "bic.circadian" 0.0474035453667672
"18483" "Exph5" "flat" "bic.flat" 0.949217912990019
"18484" "Exph5" "flat" "bic.mix" 8.2423797460994e-05
"18485" "Ext1" "circadian" "bic.sleep" 0.20899167631723
"18486" "Ext1" "circadian" "bic.circadian" 0.665430082366439
"18487" "Ext1" "circadian" "bic.flat" 0.120353499063721
"18488" "Ext1" "circadian" "bic.mix" 0.0052247422526099
"18489" "Ext2" "flat" "bic.sleep" 0.00235925363582757
"18490" "Ext2" "flat" "bic.circadian" 0.0689603973466123
"18491" "Ext2" "flat" "bic.flat" 0.928625021849882
"18492" "Ext2" "flat" "bic.mix" 5.53271676781392e-05
"18493" "Extl1" "flat" "bic.sleep" 0.020661421105821
"18494" "Extl1" "flat" "bic.circadian" 0.0975208992119656
"18495" "Extl1" "flat" "bic.flat" 0.877918354821673
"18496" "Extl1" "flat" "bic.mix" 0.00389932486054051
"18497" "Extl2" "circadian" "bic.sleep" 0.00749499279818769
"18498" "Extl2" "circadian" "bic.circadian" 0.560633237268011
"18499" "Extl2" "circadian" "bic.flat" 0.431684395113991
"18500" "Extl2" "circadian" "bic.mix" 0.000187374819810288
"18501" "Extl3" "flat" "bic.sleep" 0.000683215749257689
"18502" "Extl3" "flat" "bic.circadian" 0.232580958054021
"18503" "Extl3" "flat" "bic.flat" 0.766720342463453
"18504" "Extl3" "flat" "bic.mix" 1.54837332681213e-05
"18505" "Eya1" "flat" "bic.sleep" 0.00413137166905793
"18506" "Eya1" "flat" "bic.circadian" 0.0474893550559868
"18507" "Eya1" "flat" "bic.flat" 0.948232689356576
"18508" "Eya1" "flat" "bic.mix" 0.000146583918379353
"18509" "Eya2" "flat" "bic.sleep" 0.00178328249962371
"18510" "Eya2" "flat" "bic.circadian" 0.120427115136943
"18511" "Eya2" "flat" "bic.flat" 0.87767523615375
"18512" "Eya2" "flat" "bic.mix" 0.000114366209683422
"18513" "Eya3" "flat" "bic.sleep" 0.237545820954669
"18514" "Eya3" "flat" "bic.circadian" 0.0268806288869958
"18515" "Eya3" "flat" "bic.flat" 0.718252954298584
"18516" "Eya3" "flat" "bic.mix" 0.0173205958597508
"18517" "Eya4" "flat" "bic.sleep" 0.00195382150210934
"18518" "Eya4" "flat" "bic.circadian" 0.0679699193060197
"18519" "Eya4" "flat" "bic.flat" 0.930032451947948
"18520" "Eya4" "flat" "bic.mix" 4.38072439233223e-05
"18521" "Ezh1" "sleep" "bic.sleep" 0.801505043785027
"18522" "Ezh1" "sleep" "bic.circadian" 0.00532550745395047
"18523" "Ezh1" "sleep" "bic.flat" 0.158624992597569
"18524" "Ezh1" "sleep" "bic.mix" 0.0345444561634536
"18525" "Ezh2" "flat" "bic.sleep" 0.00299927772810522
"18526" "Ezh2" "flat" "bic.circadian" 0.192285156545108
"18527" "Ezh2" "flat" "bic.flat" 0.80463462259942
"18528" "Ezh2" "flat" "bic.mix" 8.09431273673889e-05
"18529" "Ezr" "flat" "bic.sleep" 0.00266310930502319
"18530" "Ezr" "flat" "bic.circadian" 0.37728966155316
"18531" "Ezr" "flat" "bic.flat" 0.619980651474285
"18532" "Ezr" "flat" "bic.mix" 6.65776675311277e-05
"18533" "F11r" "flat" "bic.sleep" 0.00106662027925546
"18534" "F11r" "flat" "bic.circadian" 0.0366848168648199
"18535" "F11r" "flat" "bic.flat" 0.962205201611658
"18536" "F11r" "flat" "bic.mix" 4.33612442664459e-05
"18537" "F12" "flat" "bic.sleep" 0.0127438261004521
"18538" "F12" "flat" "bic.circadian" 0.392637419907449
"18539" "F12" "flat" "bic.flat" 0.593408684759147
"18540" "F12" "flat" "bic.mix" 0.00121006923295221
"18541" "F13a1" "flat" "bic.sleep" 0.00421690526694841
"18542" "F13a1" "flat" "bic.circadian" 0.0271649544518014
"18543" "F13a1" "flat" "bic.flat" 0.968500015118008
"18544" "F13a1" "flat" "bic.mix" 0.000118125163242134
"18545" "F2r" "flat" "bic.sleep" 0.0676773961938817
"18546" "F2r" "flat" "bic.circadian" 0.20586338485931
"18547" "F2r" "flat" "bic.flat" 0.711416337898647
"18548" "F2r" "flat" "bic.mix" 0.0150428810481607
"18549" "F2rl2" "mixed" "bic.sleep" 0.171461505802219
"18550" "F2rl2" "mixed" "bic.circadian" 0.000172605143362869
"18551" "F2rl2" "mixed" "bic.flat" 0.000115996611231319
"18552" "F2rl2" "mixed" "bic.mix" 0.828249892443187
"18553" "F3" "flat" "bic.sleep" 0.00493167539184599
"18554" "F3" "flat" "bic.circadian" 0.0327570769850487
"18555" "F3" "flat" "bic.flat" 0.962184492190745
"18556" "F3" "flat" "bic.mix" 0.000126755432360082
"18557" "F420014N23Rik" "flat" "bic.sleep" 0.176344439485424
"18558" "F420014N23Rik" "flat" "bic.circadian" 0.0248165388278696
"18559" "F420014N23Rik" "flat" "bic.flat" 0.794269619515991
"18560" "F420014N23Rik" "flat" "bic.mix" 0.00456940217071546
"18561" "F5" "flat" "bic.sleep" 0.010933203173105
"18562" "F5" "flat" "bic.circadian" 0.128330880283482
"18563" "F5" "flat" "bic.flat" 0.859663259996832
"18564" "F5" "flat" "bic.mix" 0.00107265654658069
"18565" "F630042J09Rik" "flat" "bic.sleep" 0.0025356961405566
"18566" "F630042J09Rik" "flat" "bic.circadian" 0.039606871954331
"18567" "F630042J09Rik" "flat" "bic.flat" 0.957761071038237
"18568" "F630042J09Rik" "flat" "bic.mix" 9.63608668758474e-05
"18569" "F730043M19Rik" "flat" "bic.sleep" 0.0383354098504692
"18570" "F730043M19Rik" "flat" "bic.circadian" 0.236647884540855
"18571" "F730043M19Rik" "flat" "bic.flat" 0.721849244268456
"18572" "F730043M19Rik" "flat" "bic.mix" 0.00316746134022018
"18573" "F8" "flat" "bic.sleep" 0.00627597313691551
"18574" "F8" "flat" "bic.circadian" 0.076104915942756
"18575" "F8" "flat" "bic.flat" 0.914991875721382
"18576" "F8" "flat" "bic.mix" 0.00262723519894695
"18577" "F8a" "sleep" "bic.sleep" 0.808148660966471
"18578" "F8a" "sleep" "bic.circadian" 0.0334248384898421
"18579" "F8a" "sleep" "bic.flat" 0.138102433885233
"18580" "F8a" "sleep" "bic.mix" 0.0203240666584537
"18581" "F930015N05Rik" "circadian" "bic.sleep" 0.00178558962597141
"18582" "F930015N05Rik" "circadian" "bic.circadian" 0.739072317095408
"18583" "F930015N05Rik" "circadian" "bic.flat" 0.255614675316415
"18584" "F930015N05Rik" "circadian" "bic.mix" 0.00352741796220548
"18585" "Fa2h" "circadian" "bic.sleep" 9.92819837369346e-06
"18586" "Fa2h" "circadian" "bic.circadian" 0.997335778799149
"18587" "Fa2h" "circadian" "bic.flat" 0.000600390531060596
"18588" "Fa2h" "circadian" "bic.mix" 0.00205390247141666
"18589" "Faah" "circadian" "bic.sleep" 0.00453587859479648
"18590" "Faah" "circadian" "bic.circadian" 0.830419876665694
"18591" "Faah" "circadian" "bic.flat" 0.16493084777463
"18592" "Faah" "circadian" "bic.mix" 0.000113396964879589
"18593" "Fabp3" "flat" "bic.sleep" 0.00709239030092741
"18594" "Fabp3" "flat" "bic.circadian" 0.06633172792125
"18595" "Fabp3" "flat" "bic.flat" 0.926398742992559
"18596" "Fabp3" "flat" "bic.mix" 0.000177138785263321
"18597" "Fabp5" "flat" "bic.sleep" 0.00658979465023863
"18598" "Fabp5" "flat" "bic.circadian" 0.310700943963238
"18599" "Fabp5" "flat" "bic.flat" 0.68254519636725
"18600" "Fabp5" "flat" "bic.mix" 0.000164065019272583
"18601" "Fabp7" "circadian" "bic.sleep" 1.99840285975599e-05
"18602" "Fabp7" "circadian" "bic.circadian" 0.848412820772907
"18603" "Fabp7" "circadian" "bic.flat" 0.000596255096913305
"18604" "Fabp7" "circadian" "bic.mix" 0.150970940101582
"18605" "Fadd" "sleep" "bic.sleep" 0.948658598860624
"18606" "Fadd" "sleep" "bic.circadian" 0.00897147579692411
"18607" "Fadd" "sleep" "bic.flat" 0.00142477674793564
"18608" "Fadd" "sleep" "bic.mix" 0.0409451485945161
"18609" "Fads1" "flat" "bic.sleep" 0.00126806634388577
"18610" "Fads1" "flat" "bic.circadian" 0.151726126788077
"18611" "Fads1" "flat" "bic.flat" 0.846974094638975
"18612" "Fads1" "flat" "bic.mix" 3.17122290631213e-05
"18613" "Fads2" "flat" "bic.sleep" 0.00120100650099334
"18614" "Fads2" "flat" "bic.circadian" 0.25485378736642
"18615" "Fads2" "flat" "bic.flat" 0.743891592992259
"18616" "Fads2" "flat" "bic.mix" 5.36131403282671e-05
"18617" "Fads3" "sleep" "bic.sleep" 0.668249035050335
"18618" "Fads3" "sleep" "bic.circadian" 0.000293964532493016
"18619" "Fads3" "sleep" "bic.flat" 0.003639085346657
"18620" "Fads3" "sleep" "bic.mix" 0.327817915070515
"18621" "Fads6" "sleep" "bic.sleep" 0.73642095192012
"18622" "Fads6" "sleep" "bic.circadian" 0.0757225291764289
"18623" "Fads6" "sleep" "bic.flat" 0.175646658672463
"18624" "Fads6" "sleep" "bic.mix" 0.0122098602309879
"18625" "Faf1" "flat" "bic.sleep" 0.00199776446190114
"18626" "Faf1" "flat" "bic.circadian" 0.116333250840832
"18627" "Faf1" "flat" "bic.flat" 0.881595563220776
"18628" "Faf1" "flat" "bic.mix" 7.34214764901998e-05
"18629" "Faf2" "flat" "bic.sleep" 0.000640866115920455
"18630" "Faf2" "flat" "bic.circadian" 0.0349107359506952
"18631" "Faf2" "flat" "bic.flat" 0.964422890835683
"18632" "Faf2" "flat" "bic.mix" 2.55070977012407e-05
"18633" "Fah" "mixed" "bic.sleep" 0.00966645902828296
"18634" "Fah" "mixed" "bic.circadian" 0.211066719827198
"18635" "Fah" "mixed" "bic.flat" 0.231068251347965
"18636" "Fah" "mixed" "bic.mix" 0.548198569796554
"18637" "Fahd1" "sleep" "bic.sleep" 0.975001337025714
"18638" "Fahd1" "sleep" "bic.circadian" 0.000290207500736396
"18639" "Fahd1" "sleep" "bic.flat" 0.000333422236327699
"18640" "Fahd1" "sleep" "bic.mix" 0.024375033237222
"18641" "Fahd2a" "sleep" "bic.sleep" 0.879722579772099
"18642" "Fahd2a" "sleep" "bic.circadian" 0.00316067143394358
"18643" "Fahd2a" "sleep" "bic.flat" 0.0147708163712689
"18644" "Fahd2a" "sleep" "bic.mix" 0.102345932422688
"18645" "Faim" "flat" "bic.sleep" 0.156400117941916
"18646" "Faim" "flat" "bic.circadian" 0.0759041111345653
"18647" "Faim" "flat" "bic.flat" 0.756056298833436
"18648" "Faim" "flat" "bic.mix" 0.0116394720900822
"18649" "Faim2" "flat" "bic.sleep" 0.00222857804552427
"18650" "Faim2" "flat" "bic.circadian" 0.23258485915582
"18651" "Faim2" "flat" "bic.flat" 0.765136566982894
"18652" "Faim2" "flat" "bic.mix" 4.99958157614466e-05
"18653" "Fam101a" "circadian" "bic.sleep" 0.000672577736083876
"18654" "Fam101a" "circadian" "bic.circadian" 0.603537007125355
"18655" "Fam101a" "circadian" "bic.flat" 0.394543500824369
"18656" "Fam101a" "circadian" "bic.mix" 0.00124691431419284
"18657" "Fam101b" "sleep" "bic.sleep" 0.92789556606899
"18658" "Fam101b" "sleep" "bic.circadian" 1.13676878479335e-06
"18659" "Fam101b" "sleep" "bic.flat" 3.49427124810391e-07
"18660" "Fam101b" "sleep" "bic.mix" 0.0721029477351008
"18661" "Fam102a" "flat" "bic.sleep" 0.00537532019939435
"18662" "Fam102a" "flat" "bic.circadian" 0.0648116677908775
"18663" "Fam102a" "flat" "bic.flat" 0.929678978785082
"18664" "Fam102a" "flat" "bic.mix" 0.000134033224646236
"18665" "Fam102b" "flat" "bic.sleep" 0.349060826762646
"18666" "Fam102b" "flat" "bic.circadian" 0.0260328866634163
"18667" "Fam102b" "flat" "bic.flat" 0.577673989146863
"18668" "Fam102b" "flat" "bic.mix" 0.0472322974270756
"18669" "Fam103a1" "flat" "bic.sleep" 0.00129352509118509
"18670" "Fam103a1" "flat" "bic.circadian" 0.109589649172512
"18671" "Fam103a1" "flat" "bic.flat" 0.889084340428406
"18672" "Fam103a1" "flat" "bic.mix" 3.24853078970022e-05
"18673" "Fam104a" "flat" "bic.sleep" 0.00128464909309088
"18674" "Fam104a" "flat" "bic.circadian" 0.163069077447323
"18675" "Fam104a" "flat" "bic.flat" 0.835615860139603
"18676" "Fam104a" "flat" "bic.mix" 3.04133199825072e-05
"18677" "Fam105a" "flat" "bic.sleep" 0.0610076811066716
"18678" "Fam105a" "flat" "bic.circadian" 0.146514243906155
"18679" "Fam105a" "flat" "bic.flat" 0.789564752881261
"18680" "Fam105a" "flat" "bic.mix" 0.00291332210591323
"18681" "Fam105b" "flat" "bic.sleep" 0.00291329644839867
"18682" "Fam105b" "flat" "bic.circadian" 0.0367113349501349
"18683" "Fam105b" "flat" "bic.flat" 0.960289950884798
"18684" "Fam105b" "flat" "bic.mix" 8.54177166688799e-05
"18685" "Fam107a" "circadian" "bic.sleep" 0.00123059160203523
"18686" "Fam107a" "circadian" "bic.circadian" 0.524903578528206
"18687" "Fam107a" "circadian" "bic.flat" 0.47383344864237
"18688" "Fam107a" "circadian" "bic.mix" 3.23812273878299e-05
"18689" "Fam107b" "flat" "bic.sleep" 0.0410911501186586
"18690" "Fam107b" "flat" "bic.circadian" 0.227959763297599
"18691" "Fam107b" "flat" "bic.flat" 0.704183476549267
"18692" "Fam107b" "flat" "bic.mix" 0.0267656100344747
"18693" "Fam109a" "flat" "bic.sleep" 0.00426691717644048
"18694" "Fam109a" "flat" "bic.circadian" 0.278304233959125
"18695" "Fam109a" "flat" "bic.flat" 0.717243160812487
"18696" "Fam109a" "flat" "bic.mix" 0.00018568805194737
"18697" "Fam109b" "sleep" "bic.sleep" 0.843697949685355
"18698" "Fam109b" "sleep" "bic.circadian" 0.0100892246119212
"18699" "Fam109b" "sleep" "bic.flat" 0.0480307471225779
"18700" "Fam109b" "sleep" "bic.mix" 0.0981820785801455
"18701" "Fam110a" "flat" "bic.sleep" 0.00559821815914158
"18702" "Fam110a" "flat" "bic.circadian" 0.085087920702395
"18703" "Fam110a" "flat" "bic.flat" 0.909216281572448
"18704" "Fam110a" "flat" "bic.mix" 9.75795660151892e-05
"18705" "Fam110b" "flat" "bic.sleep" 0.00116822219001453
"18706" "Fam110b" "flat" "bic.circadian" 0.114636406572818
"18707" "Fam110b" "flat" "bic.flat" 0.884170556793208
"18708" "Fam110b" "flat" "bic.mix" 2.48144439593324e-05
"18709" "Fam111a" "circadian" "bic.sleep" 0.0368088328292804
"18710" "Fam111a" "circadian" "bic.circadian" 0.88524255411567
"18711" "Fam111a" "circadian" "bic.flat" 0.0737998902845235
"18712" "Fam111a" "circadian" "bic.mix" 0.00414872277052572
"18713" "Fam114a1" "circadian" "bic.sleep" 7.67741780160658e-08
"18714" "Fam114a1" "circadian" "bic.circadian" 0.998900727171962
"18715" "Fam114a1" "circadian" "bic.flat" 1.79156298585699e-05
"18716" "Fam114a1" "circadian" "bic.mix" 0.00108128042400189
"18717" "Fam114a2" "sleep" "bic.sleep" 0.948856622849916
"18718" "Fam114a2" "sleep" "bic.circadian" 0.00489369130658023
"18719" "Fam114a2" "sleep" "bic.flat" 0.0200966251741558
"18720" "Fam114a2" "sleep" "bic.mix" 0.026153060669348
